famille,pg_id,gamme,alias,pg_level,pg_top,g_level_estime,keyword,avg_monthly_searches,competition,competition_index
"Accessoires",50,"Rétroviseur  extérieur",retroviseur-exterieur,1,0,G2,"rétroviseur  extérieur",0,UNKNOWN,0
"Accessoires",1361,"Serrure de porte",serrure-de-porte,2,0,G3,"serrure de porte",0,UNKNOWN,0
"Accessoires",300,"Tringlerie d'essuie-glace",tringlerie-d-essuie-glace,2,0,G3,"tringlerie d'essuie-glace",0,UNKNOWN,0
"Accessoires",514,"Vérin capot moteur",verin-capot-moteur,2,0,G3,"vérin capot moteur",0,UNKNOWN,0
"Accessoires",5032,"Vérin de coffre",verin-de-coffre,2,0,G3,"vérin de coffre",0,UNKNOWN,0
"Accessoires",2454,"Vérin vitre arrière",verin-vitre-arriere,2,0,G3,"vérin vitre arrière",0,UNKNOWN,0
"Turbo",3553,"Capteur de pression turbo",capteur-de-pression-turbo,2,0,G3,"capteur de pression turbo",0,UNKNOWN,0
"Turbo",3314,"Gaine de turbo",gaine-de-turbo,2,0,G3,"gaine de turbo",0,UNKNOWN,0
"Turbo",468,"Intercooler",intercooler,2,0,G3,"intercooler",0,UNKNOWN,0
"Turbo",2234,"Turbo",turbo,1,1,G1,"turbo",0,UNKNOWN,0
"Turbo",4314,"Valve de turbo",valve-de-turbo,2,0,G3,"valve de turbo",0,UNKNOWN,0
